,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,BR_player_id,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,ORB,PF,PTS,Pos,STL,Season,TOV,TRB,Tm
9,3.3,.403,8.2,,,,2.0,27,0.5,adamsdo01,4.7,3.3,.403,8.2,1.2,.577,2.0,51,,NBA,1376,1.6,4.7,7.8,SF,1.8,1974-75,,6.4,DET
10,4.4,.433,10.2,0.0,.000,0.1,5.7,27,0.2,adamsdo01,4.9,4.4,.429,10.3,1.8,.773,2.3,16,,ABA,342,2.2,4.0,10.6,SF,1.4,1974-75,2.8,7.2,SSL
11,4.2,.396,10.6,0.0,.000,0.1,4.1,28,0.4,adamsdo01,4.5,4.2,.394,10.6,2.6,.736,3.5,76,,TOT,1429,2.1,5.2,11.0,SF,1.7,1975-76,1.3,6.6,TOT
12,4.9,.398,12.4,0.0,.000,0.1,4.4,28,0.3,adamsdo01,3.6,4.9,.394,12.5,3.1,.759,4.1,20,,ABA,725,2.2,4.0,13.0,SF,1.9,1975-76,2.6,5.8,SSL
13,3.4,.394,8.7,,,,3.7,28,0.4,adamsdo01,5.5,3.4,.394,8.7,2.0,.702,2.9,56,,NBA,704,1.9,6.5,8.9,SF,1.5,1975-76,,7.4,BUF
14,4.5,.411,11.1,,,,3.2,29,0.3,adamsdo01,5.1,4.5,.411,11.1,2.7,.746,3.6,77,,NBA,1710,2.7,4.2,11.8,SF,1.6,1976-77,,7.8,BUF
0,6.3,.495,12.7,0.1,.286,0.3,2.7,23,,adamsge01,5.4,6.4,.490,13.0,2.7,.783,3.5,60,,ABA,865,3.1,4.0,15.5,SF,,1972-73,2.8,8.5,SDA
1,6.3,.505,12.5,0.0,.143,0.2,3.2,24,0.6,adamsge01,5.5,6.4,.500,12.7,2.0,.757,2.6,80,,ABA,1433,3.1,2.8,14.7,SF,1.1,1973-74,3.0,8.6,SDA
2,6.9,.499,13.9,0.0,.333,0.1,2.8,25,0.8,adamsge01,4.8,7.0,.498,14.0,1.6,.849,1.9,75,,ABA,1605,2.6,3.7,15.6,SF,1.0,1974-75,2.4,7.3,SDA
0,5.5,.560,9.7,0.0,.000,0.1,0.9,22,0.3,adamsha01,3.1,5.5,.556,9.8,1.7,.667,2.6,61,8,NBA,495,2.5,3.4,12.7,SG,1.2,2006-07,1.6,5.6,NJN
1,2.8,.308,9.0,0.0,,0.0,0.7,24,0.7,adamsha01,4.2,2.8,.308,9.0,2.1,.500,4.2,12,0,NBA,52,0.7,2.8,7.6,SG,0.7,2008-09,2.8,4.8,TOR
0,3.6,.410,8.9,1.5,.400,3.6,2.3,20,1.0,adamsjo01,2.8,5.1,.407,12.5,2.0,.609,3.3,30,0,NBA,248,1.3,3.5,13.6,SG,2.3,2014-15,2.0,4.1,MEM
1,4.8,.400,12.0,0.0,.000,2.4,7.2,21,0.0,adamsjo01,4.8,4.8,.333,14.4,7.2,.600,12.0,2,0,NBA,15,0.0,4.8,16.8,SG,7.2,2015-16,4.8,4.8,MEM
0,4.1,.390,10.6,0.0,.000,0.8,5.7,23,0.3,adamsmi01,1.0,4.1,.364,11.4,2.1,.667,3.1,18,0,NBA,139,0.5,2.3,10.4,PG,2.3,1985-86,2.8,1.6,SAC
1,3.6,.454,8.0,0.8,.275,2.8,6.7,24,0.2,adamsmi01,2.3,4.4,.407,10.9,2.9,.847,3.4,63,0,NBA,1303,1.0,2.4,12.5,PG,2.3,1986-87,2.2,3.4,WSB
2,3.6,.505,7.1,1.8,.367,4.9,6.5,25,0.2,adamsmi01,2.4,5.4,.449,12.0,2.2,.834,2.6,82,75,NBA,2778,0.5,1.8,14.7,PG,2.2,1987-88,1.9,2.9,DEN
3,3.9,.490,8.0,2.1,.356,6.0,6.3,26,0.1,adamsmi01,2.7,6.0,.433,14.0,4.2,.819,5.1,77,77,NBA,2787,0.9,1.9,18.4,PG,2.1,1988-89,2.3,3.7,DEN
4,3.2,.431,7.5,2.1,.366,5.8,6.6,27,0.0,adamsmi01,2.4,5.3,.402,13.2,3.6,.850,4.2,79,74,NBA,2690,0.7,1.8,16.3,PG,1.6,1989-90,1.9,3.0,DEN
5,6.0,.459,13.2,2.6,.296,8.7,10.6,28,0.1,adamsmi01,3.0,8.6,.394,21.8,7.1,.879,8.1,66,66,NBA,2346,0.9,2.5,26.9,PG,2.3,1990-91,3.7,3.9,DEN
6,4.6,.425,10.9,1.6,.324,5.0,7.7,29,0.1,adamsmi01,3.2,6.2,.393,15.9,4.0,.869,4.6,78,78,NBA,2795,0.7,2.1,18.1,PG,1.9,1991-92,2.7,4.0,WSB
7,4.3,.480,8.9,1.0,.321,3.1,7.6,30,0.1,adamsmi01,2.7,5.3,.439,12.0,3.4,.856,4.0,70,70,NBA,2499,0.7,2.1,14.9,PG,1.4,1992-93,2.5,3.5,WSB
8,3.5,.454,7.8,0.8,.288,2.9,7.4,31,0.1,adamsmi01,2.2,4.4,.408,10.8,3.5,.830,4.2,70,67,NBA,2337,0.6,2.2,13.1,PG,1.5,1993-94,2.6,2.8,WSB
9,3.1,.567,5.4,2.4,.358,6.6,7.7,32,0.1,adamsmi01,1.9,5.4,.453,12.0,2.0,.833,2.4,29,0,NBA,443,0.5,3.3,15.3,PG,1.9,1994-95,2.1,2.4,CHH
10,2.5,.548,4.6,1.5,.341,4.5,7.3,33,0.4,adamsmi01,1.9,4.0,.446,9.1,2.8,.743,3.8,21,3,NBA,329,0.5,2.7,12.5,PG,2.3,1995-96,2.7,2.4,CHH
0,2.8,.503,5.6,0.0,,0.0,1.3,20,1.7,adamsst01,5.7,2.8,.503,5.6,2.4,.581,4.1,81,20,NBA,1197,4.3,6.1,8.0,C,1.2,2013-14,2.1,10.0,OKC
1,4.4,.547,8.1,0.0,.000,0.0,1.3,21,1.7,adamsst01,6.6,4.4,.544,8.1,2.1,.502,4.2,70,67,NBA,1771,4.0,4.5,10.9,C,0.8,2014-15,2.0,10.6,OKC
2,4.7,.613,7.6,0.0,,0.0,1.1,22,1.6,adamsst01,5.6,4.7,.613,7.6,2.0,.582,3.5,80,80,NBA,2014,3.9,4.0,11.4,C,0.8,2015-16,1.5,9.5,OKC
3,5.6,.572,9.9,0.0,.000,0.0,1.3,23,1.2,adamsst01,5.0,5.6,.571,9.9,2.4,.611,3.9,80,80,NBA,2389,4.2,2.9,13.6,C,1.3,2016-17,2.2,9.2,OKC
0,6.6,.463,14.2,0.8,.320,2.5,2.3,22,0.4,addisra01,3.3,7.4,.441,16.8,2.6,.797,3.2,62,12,NBA,711,2.1,3.8,18.2,SF,1.4,1986-87,2.7,5.4,PHO
1,5.3,.452,11.7,0.4,.286,1.5,2.1,27,0.9,addisra01,3.1,5.7,.433,13.2,1.7,.737,2.3,76,8,NBA,1175,2.0,3.3,13.6,SF,0.9,1991-92,1.4,5.1,NJN
2,5.4,.464,11.7,0.2,.206,1.1,1.6,28,0.3,addisra01,2.7,5.6,.443,12.7,1.8,.814,2.2,68,15,NBA,1164,1.4,3.9,13.2,SF,0.7,1992-93,2.0,4.1,NJN
3,5.2,.507,10.2,0.5,.289,1.7,2.2,30,0.5,addisra01,3.5,5.7,.476,11.9,1.5,.747,2.0,79,16,NBA,1776,1.4,4.8,13.3,SF,1.1,1994-95,1.5,4.9,DET
4,5.4,.494,10.9,0.0,.000,0.6,2.1,31,0.6,addisra01,4.5,5.4,.467,11.5,1.2,.773,1.5,53,0,NBA,516,1.7,5.2,11.9,SF,0.6,1995-96,1.9,6.3,CHH
5,4.2,.402,10.3,0.8,.400,2.0,3.4,32,0.3,addisra01,2.6,5.0,.402,12.4,2.2,.786,2.8,41,3,NBA,355,1.9,5.3,13.0,SF,0.8,1996-97,1.7,4.6,CHH
0,,,,,,,5.9,22,,adelmri01,,4.4,.394,11.2,3.3,.642,5.1,77,,NBA,1448,,3.9,12.1,PG,,1968-69,,5.4,SDR
1,,,,,,,5.7,23,,adelmri01,,4.8,.389,12.4,3.4,.747,4.6,35,,NBA,717,,4.5,13.1,PG,,1969-70,,4.1,SDR
2,,,,,,,5.9,24,,adelmri01,,5.9,.422,14.0,4.2,.724,5.8,81,,NBA,2303,,3.3,16.0,PG,,1970-71,,4.4,POR
3,,,,,,,6.1,25,,adelmri01,,4.8,.437,11.1,2.2,.751,3.0,80,,NBA,2445,,3.1,11.9,PG,,1971-72,,3.4,POR
4,,,,,,,5.8,26,,adelmri01,,4.2,.408,10.4,1.4,.716,2.0,76,,NBA,1822,,3.1,9.9,PG,,1972-73,,3.1,POR
5,,,,,,,3.3,27,0.1,adelmri01,3.1,3.7,.376,9.9,3.1,.711,4.4,55,,NBA,618,0.9,3.7,10.6,PG,2.1,1973-74,,4.0,CHI
6,,,,,,,3.8,28,0.3,adelmri01,2.3,4.1,.423,9.8,2.4,.709,3.5,58,,NBA,1074,0.8,3.4,10.7,PG,2.3,1974-75,,3.2,TOT
7,,,,,,,3.7,28,0.1,adelmri01,2.1,4.6,.413,11.0,3.0,.718,4.1,12,,NBA,340,0.6,3.3,12.1,PG,1.7,1974-75,,2.8,CHI
8,,,,,,,4.1,28,0.4,adelmri01,2.5,3.9,.421,9.3,2.4,.695,3.5,28,,NBA,613,0.8,3.4,10.3,PG,2.8,1974-75,,3.2,NOJ
9,,,,,,,2.4,28,0.3,adelmri01,2.4,3.9,.464,8.3,1.2,.800,1.5,18,,NBA,121,1.8,3.6,8.9,PG,2.1,1974-75,,4.2,KCO
0,4.2,.426,9.9,0.0,,0.0,1.8,24,0.9,adrieje01,6.4,4.2,.426,9.9,2.0,.579,3.5,23,0,NBA,196,4.2,5.1,10.5,PF,0.7,2010-11,1.7,10.7,GSW
1,4.0,.438,9.1,0.0,,0.0,0.6,25,1.1,adrieje01,9.7,4.0,.438,9.1,4.0,.583,6.9,8,0,NBA,63,2.9,7.4,12.0,PF,0.0,2011-12,1.1,12.6,HOU
2,3.6,.434,8.4,0.0,.000,0.1,1.8,26,1.4,adrieje01,6.5,3.6,.429,8.5,3.3,.650,5.0,52,5,NBA,713,3.4,4.0,10.6,PF,0.9,2012-13,1.6,9.9,CHA
3,5.4,.520,10.3,0.0,,0.0,1.4,27,1.3,adrieje01,7.6,5.4,.520,10.3,2.8,.639,4.5,53,12,NBA,961,3.8,4.0,13.6,PF,0.9,2013-14,1.5,11.5,TOT
4,3.1,.550,5.6,0.0,,0.0,1.0,27,2.1,adrieje01,7.7,3.1,.550,5.6,1.8,.520,3.5,25,0,NBA,256,4.6,4.9,8.0,PF,1.0,2013-14,1.1,12.4,CHA
5,6.2,.515,12.0,0.0,,0.0,1.6,27,1.1,adrieje01,7.6,6.2,.515,12.0,3.2,.670,4.8,28,12,NBA,705,3.5,3.7,15.6,PF,0.9,2013-14,1.6,11.1,MIL
6,3.2,.432,7.4,0.0,,0.0,2.5,28,1.5,adrieje01,9.0,3.2,.432,7.4,3.7,.579,6.4,17,0,NBA,215,3.9,5.0,10.0,PF,0.7,2014-15,1.5,12.9,MIN
0,3.3,.461,7.2,0.4,.208,1.8,1.9,22,0.3,afflaar01,3.7,3.7,.411,8.9,2.5,.782,3.2,75,9,NBA,970,1.3,3.1,10.2,SG,1.2,2007-08,1.3,5.1,DET
1,2.6,.456,5.6,1.3,.402,3.1,1.3,23,0.4,afflaar01,3.0,3.8,.437,8.8,1.7,.817,2.1,74,8,NBA,1234,0.9,4.2,10.6,SG,0.8,2008-09,1.3,3.9,DET
2,2.7,.488,5.4,1.8,.434,4.0,2.2,24,0.5,afflaar01,3.1,4.4,.465,9.5,1.2,.735,1.6,82,75,NBA,2221,1.0,3.6,11.7,SG,0.7,2009-10,1.2,4.1,DEN
3,3.2,.546,5.9,1.6,.423,3.8,2.6,25,0.5,afflaar01,3.2,4.8,.498,9.7,2.1,.847,2.5,69,69,NBA,2324,0.7,2.4,13.4,SG,0.5,2010-11,1.1,3.9,DEN
4,4.2,.504,8.2,1.5,.398,3.8,2.6,26,0.2,afflaar01,2.7,5.7,.471,12.1,3.4,.798,4.3,62,62,NBA,2086,0.7,2.3,16.3,SG,0.6,2011-12,1.5,3.4,DEN
5,5.1,.489,10.4,1.1,.300,3.7,3.2,27,0.2,afflaar01,3.3,6.2,.439,14.1,3.0,.857,3.5,64,64,NBA,2307,0.5,2.1,16.5,SF,0.6,2012-13,2.2,3.7,ORL
6,4.7,.473,10.0,1.8,.427,4.2,3.5,28,0.0,afflaar01,3.2,6.5,.459,14.3,3.9,.815,4.7,73,73,NBA,2552,0.5,1.9,18.8,SG,0.5,2013-14,2.1,3.7,ORL
7,3.7,.466,7.9,1.7,.354,4.8,1.9,29,0.1,afflaar01,3.2,5.4,.424,12.7,2.4,.843,2.8,78,72,NBA,2502,0.4,2.4,14.9,SG,0.6,2014-15,1.7,3.6,TOT
8,4.1,.481,8.5,1.7,.337,5.0,2.1,29,0.1,afflaar01,3.3,5.8,.428,13.5,2.6,.841,3.1,53,53,NBA,1750,0.4,2.2,15.9,SG,0.7,2014-15,1.7,3.7,DEN
9,2.8,.423,6.6,1.7,.400,4.3,1.3,29,0.1,afflaar01,2.9,4.5,.414,10.9,1.9,.851,2.3,25,19,NBA,752,0.3,2.8,12.6,SG,0.4,2014-15,1.6,3.2,POR
10,4.0,.469,8.5,1.4,.382,3.6,2.2,30,0.2,afflaar01,3.7,5.4,.443,12.1,1.7,.840,2.0,71,57,NBA,2371,0.3,2.2,13.8,SG,0.4,2015-16,1.2,4.0,NYK
11,2.8,.457,6.1,1.4,.411,3.4,1.8,31,0.1,afflaar01,2.6,4.2,.440,9.6,1.9,.892,2.1,61,45,NBA,1580,0.2,2.4,11.7,SG,0.5,2016-17,1.0,2.8,SAC
0,2.9,.309,9.3,0.8,.333,2.5,1.2,22,0.5,agerma01,3.4,3.7,.314,11.8,3.4,.606,5.6,32,1,NBA,214,0.2,4.5,11.6,SG,0.7,2006-07,2.5,3.5,DAL
1,3.9,.391,10.0,0.7,.158,4.1,1.7,23,0.2,agerma01,2.0,4.6,.323,14.2,1.3,.500,2.6,26,3,NBA,165,0.9,3.7,11.1,SG,0.0,2007-08,1.3,2.8,TOT
2,2.3,.263,8.9,0.0,.000,3.7,1.9,23,0.5,agerma01,1.4,2.3,.185,12.6,2.3,.833,2.8,12,3,NBA,77,0.5,5.1,7.0,SG,0.0,2007-08,1.4,1.9,DAL
3,5.3,.481,11.0,1.2,.273,4.5,1.6,23,0.0,agerma01,2.5,6.5,.421,15.5,0.4,.167,2.5,14,0,NBA,88,1.2,2.5,14.7,SG,0.0,2007-08,1.2,3.7,NJN
4,5.6,.405,13.7,0.0,.000,2.2,1.1,24,0.7,agerma01,2.6,5.6,.349,16.0,1.5,.500,3.0,20,0,NBA,97,1.1,6.3,12.6,SG,0.4,2008-09,1.5,3.7,NJN
5,3.7,.429,8.7,3.7,.750,5.0,1.2,26,0.0,agerma01,2.5,7.4,.545,13.7,0.0,,0.0,4,0,NBA,29,0.0,5.0,18.6,SG,1.2,2010-11,5.0,2.5,MIN
0,8.7,.475,18.4,0.6,.352,1.7,4.0,22,0.5,aguirma01,3.9,9.3,.465,20.1,4.1,.680,6.1,51,20,NBA,1468,2.2,3.7,23.4,SF,0.9,1981-82,3.3,6.1,DAL
1,9.7,.496,19.6,0.2,.211,1.0,4.3,23,0.3,aguirma01,4.1,9.9,.483,20.5,5.5,.728,7.6,81,75,NBA,2784,2.5,3.2,25.6,SF,1.0,1982-83,3.4,6.6,DAL
2,11.3,.532,21.2,0.2,.268,0.7,4.4,24,0.3,aguirma01,3.8,11.5,.524,21.9,5.8,.749,7.7,79,79,NBA,2900,2.0,3.1,28.9,SF,1.0,1983-84,3.5,5.8,DAL
3,10.2,.517,19.8,0.4,.318,1.1,3.3,25,0.3,aguirma01,3.9,10.6,.506,20.9,5.9,.759,7.7,80,79,NBA,2699,2.5,3.3,27.4,SF,0.8,1984-85,3.4,6.4,DAL
4,9.4,.513,18.3,0.2,.286,0.8,4.9,26,0.2,aguirma01,3.9,9.6,.503,19.1,4.6,.705,6.5,74,73,NBA,2501,2.5,3.3,24.0,SF,0.9,1985-86,3.6,6.4,DAL
5,9.9,.510,19.5,0.7,.353,2.0,3.4,27,0.4,aguirma01,3.3,10.6,.495,21.5,5.8,.770,7.5,80,80,NBA,2663,2.4,3.3,27.8,SF,1.1,1986-87,2.9,5.8,DAL
6,9.6,.496,19.3,0.7,.302,2.4,3.8,28,0.8,aguirma01,3.5,10.3,.475,21.7,5.4,.770,7.0,77,77,NBA,2610,2.5,3.1,26.6,SF,1.0,1987-88,2.8,6.0,DAL
7,7.4,.488,15.2,0.7,.293,2.4,3.9,29,0.5,aguirma01,3.3,8.1,.461,17.6,4.0,.733,5.4,80,76,NBA,2597,2.0,3.2,20.9,SF,0.6,1988-89,2.9,5.4,TOT
8,8.1,.471,17.2,0.7,.293,2.3,4.4,29,0.7,aguirma01,3.4,8.8,.450,19.5,4.2,.730,5.7,44,44,NBA,1529,2.1,3.0,22.4,SF,0.7,1988-89,3.3,5.5,DAL
9,6.4,.522,12.3,0.7,.293,2.5,3.0,29,0.2,aguirma01,3.2,7.2,.483,14.9,3.7,.738,5.0,36,32,NBA,1068,1.9,3.4,18.8,SF,0.5,1988-89,2.3,5.1,DET
10,7.3,.506,14.5,0.6,.333,1.7,2.6,30,0.3,aguirma01,3.4,7.9,.488,16.1,3.4,.756,4.6,78,40,NBA,2005,2.1,3.6,19.7,SF,0.6,1989-90,2.2,5.5,DET
11,7.1,.477,14.9,0.4,.308,1.4,2.5,31,0.4,aguirma01,4.3,7.5,.462,16.3,4.3,.757,5.7,78,13,NBA,2006,2.4,3.8,19.8,SF,0.8,1990-91,2.3,6.7,DET
12,7.4,.453,16.3,0.3,.211,1.6,2.9,32,0.3,aguirma01,3.8,7.7,.431,17.9,3.6,.687,5.2,75,12,NBA,1582,1.5,3.9,19.4,SF,1.2,1991-92,2.4,5.4,DET
13,5.4,.463,11.6,1.0,.361,2.8,3.6,33,0.2,aguirma01,3.7,6.4,.443,14.4,3.4,.767,4.4,51,15,NBA,1056,1.5,3.4,17.1,SF,0.5,1992-93,2.3,5.2,DET
14,5.3,.494,10.7,1.6,.398,3.9,4.4,34,0.3,aguirma01,3.7,6.8,.468,14.6,2.1,.694,3.0,39,0,NBA,859,1.2,4.1,17.3,SF,0.9,1993-94,2.9,4.9,LAC
0,1.0,.217,4.7,2.0,.294,6.9,3.9,23,0.0,ahearbl01,3.7,3.1,.263,11.6,6.1,.968,6.3,12,0,NBA,177,0.2,4.1,14.2,PG,1.2,2007-08,3.3,3.9,MIA
1,0.0,.000,3.8,3.8,.500,7.6,3.8,24,0.0,ahearbl01,1.9,3.8,.333,11.4,3.8,1.000,3.8,3,0,NBA,19,0.0,5.7,15.2,PG,1.9,2008-09,1.9,1.9,SAS
2,2.4,.400,6.0,2.4,.222,10.8,1.2,27,0.0,ahearbl01,2.4,4.8,.286,16.8,0.0,,0.0,4,0,NBA,30,0.0,4.8,12.0,PG,0.0,2011-12,6.0,2.4,UTA
0,4.7,.363,13.0,0.3,.294,1.1,5.6,22,0.2,aingeda01,2.0,5.0,.357,14.1,3.6,.862,4.1,53,1,NBA,564,1.6,5.5,14.0,SG,2.4,1981-82,3.4,3.6,BOS
1,6.2,.509,12.1,0.1,.172,0.5,4.4,23,0.1,aingeda01,2.3,6.3,.496,12.7,1.3,.742,1.7,80,76,NBA,2048,1.5,4.6,13.9,SG,1.9,1982-83,1.7,3.8,BOS
2,5.0,.472,10.6,0.2,.273,0.7,5.1,24,0.1,aingeda01,2.7,5.2,.460,11.3,1.4,.821,1.7,71,3,NBA,1154,0.9,4.5,12.0,SG,1.3,1983-84,2.2,3.6,BOS
3,5.7,.549,10.3,0.2,.268,0.8,5.6,25,0.1,aingeda01,2.7,5.9,.529,11.1,1.7,.868,1.9,75,73,NBA,2564,1.1,3.2,13.6,SG,1.7,1984-85,2.1,3.8,BOS
4,4.9,.521,9.4,0.4,.356,1.1,6.1,26,0.1,aingeda01,2.8,5.3,.504,10.5,1.8,.904,2.0,80,78,NBA,2407,0.7,3.1,12.8,SG,1.4,1985-86,1.9,3.5,BOS
5,4.7,.498,9.4,1.2,.443,2.8,5.8,27,0.2,aingeda01,2.8,5.9,.486,12.2,2.1,.897,2.4,71,66,NBA,2499,0.7,2.7,15.2,SG,1.5,1986-87,2.0,3.5,BOS
6,4.0,.534,7.5,1.8,.415,4.3,6.0,28,0.2,aingeda01,2.3,5.7,.491,11.7,1.9,.878,2.1,81,81,NBA,3018,0.7,2.4,15.1,SG,1.4,1987-88,1.8,3.0,BOS
7,5.5,.488,11.3,1.8,.380,4.6,6.1,29,0.1,aingeda01,2.8,7.3,.457,15.9,3.1,.854,3.6,73,54,NBA,2377,1.1,2.8,19.4,PG,1.4,1988-89,2.2,3.9,TOT
8,5.7,.491,11.6,1.5,.374,4.1,5.7,29,0.0,aingeda01,3.1,7.2,.460,15.7,3.0,.891,3.4,45,28,NBA,1349,1.0,2.9,19.1,PG,1.4,1988-89,2.2,4.1,BOS
9,5.3,.484,10.9,2.0,.387,5.3,6.5,29,0.2,aingeda01,2.3,7.3,.452,16.2,3.2,.813,3.9,28,26,NBA,1028,1.2,2.7,19.9,PG,1.4,1988-89,2.2,3.5,SAC
10,5.3,.460,11.4,1.4,.374,3.8,6.0,30,0.2,aingeda01,3.4,6.7,.438,15.2,2.9,.831,3.5,75,68,NBA,2727,0.9,3.1,17.7,PG,1.5,1989-90,2.4,4.3,SAC
11,4.9,.508,9.7,2.1,.406,5.3,6.0,31,0.3,aingeda01,3.4,7.1,.472,15.0,2.4,.826,2.9,80,0,NBA,1710,0.9,4.1,18.7,SG,1.3,1990-91,2.1,4.3,POR
12,5.0,.496,10.1,1.8,.339,5.2,4.6,32,0.3,aingeda01,2.4,6.7,.442,15.3,2.4,.824,3.0,81,6,NBA,1595,0.9,3.3,17.7,SG,1.6,1991-92,1.6,3.3,POR
13,3.1,.522,6.0,2.5,.403,6.2,4.3,33,0.1,aingeda01,2.7,5.6,.462,12.1,2.0,.848,2.4,80,0,NBA,2163,0.8,2.9,15.8,SG,1.1,1992-93,1.9,3.6,PHO
14,3.3,.491,6.8,1.9,.328,5.6,4.2,34,0.2,aingeda01,2.4,5.2,.417,12.4,1.8,.830,2.2,68,1,NBA,1555,0.6,3.2,14.0,SG,1.3,1993-94,1.9,3.0,PHO
15,3.0,.558,5.4,2.0,.364,5.6,5.5,35,0.2,aingeda01,2.2,5.1,.460,11.1,2.8,.808,3.4,74,1,NBA,1374,0.7,4.1,15.0,SG,1.2,1994-95,2.1,2.9,PHO
0,5.7,.408,13.8,0.0,.000,0.1,1.0,23,,aitchma01,,5.7,.405,14.0,2.9,.675,4.4,45,,ABA,637,,3.9,14.2,PF,,1967-68,2.1,9.0,INA
0,4.9,.373,13.3,0.0,.000,0.4,0.6,20,1.2,ajincal01,4.2,4.9,.362,13.6,4.0,.714,5.5,31,4,NBA,182,1.8,6.7,13.8,PF,1.4,2008-09,2.4,5.9,CHA
1,6.0,.500,12.0,0.0,,0.0,0.0,21,1.2,ajincal01,3.6,6.0,.500,12.0,0.0,.000,1.2,6,0,NBA,30,1.2,6.0,12.0,C,1.2,2009-10,2.4,4.8,CHA
2,5.0,.475,10.5,1.3,.353,3.6,1.1,22,2.0,ajincal01,6.5,6.2,.444,14.1,1.4,.722,1.9,34,2,NBA,340,1.8,7.7,15.1,C,1.2,2010-11,1.9,8.3,TOT
3,4.3,.360,12.0,1.4,.429,3.4,1.0,22,2.4,ajincal01,5.8,5.8,.375,15.4,1.0,.667,1.4,10,2,NBA,75,2.4,6.2,13.9,C,1.4,2010-11,0.5,8.2,DAL
4,5.2,.514,10.1,1.2,.333,3.7,1.1,22,1.9,ajincal01,6.7,6.4,.465,13.7,1.5,.733,2.0,24,0,NBA,265,1.6,8.2,15.5,C,1.1,2010-11,2.3,8.3,TOR
5,5.1,.548,9.4,0.0,.000,0.0,1.5,25,1.7,ajincal01,6.9,5.1,.546,9.4,2.1,.836,2.5,56,30,NBA,951,3.6,7.1,12.4,C,0.9,2013-14,2.4,10.5,NOP
6,6.8,.550,12.4,0.0,,0.0,1.8,26,1.9,ajincal01,7.9,6.8,.550,12.4,3.0,.818,3.7,68,8,NBA,957,3.9,5.7,16.7,C,0.8,2014-15,2.6,11.8,NOP
7,6.3,.478,13.1,0.0,.000,0.0,1.3,27,1.5,ajincal01,8.1,6.3,.476,13.2,2.2,.839,2.6,59,17,NBA,861,3.1,5.6,14.7,C,0.8,2015-16,2.3,11.2,NOP
8,5.5,.511,10.7,0.0,.000,0.2,0.7,28,1.4,ajincal01,8.1,5.5,.500,11.0,1.8,.725,2.5,39,15,NBA,584,2.8,4.7,12.8,C,1.2,2016-17,1.9,10.9,NOP
0,6.6,.361,18.3,,,,2.0,22,,akinhe01,,6.6,.361,18.3,2.1,.703,2.9,50,,NBA,453,,6.5,15.3,PF,,1966-67,,9.5,NYK
1,6.4,.336,19.0,,,,1.9,23,,akinhe01,,6.4,.336,19.0,2.8,.645,4.3,36,,NBA,259,,6.7,15.6,C,,1967-68,,7.9,SEA
2,1.4,.500,2.9,0.0,.000,2.9,1.4,24,,akinhe01,5.8,1.4,.250,5.8,2.9,.667,4.3,2,,ABA,25,0.0,0.0,5.8,PF,,1968-69,5.8,5.8,KEN
0,4.0,.500,8.0,4.0,.500,8.0,4.0,26,0.0,akognjo01,4.0,8.0,.500,16.0,0.0,,0.0,3,0,NBA,9,0.0,12.0,20.0,PG,0.0,2012-13,0.0,4.0,DAL
0,1.8,.200,9.2,0.0,,0.0,1.2,22,1.2,alabiso01,4.3,1.8,.200,9.2,0.0,.000,1.2,12,0,NBA,59,4.3,3.1,3.7,C,1.2,2010-11,1.8,8.5,TOR
1,3.8,.361,10.6,0.0,,0.0,0.9,23,2.7,alabiso01,9.4,3.8,.361,10.6,2.1,.875,2.4,14,0,NBA,122,4.4,3.2,9.7,C,0.6,2011-12,1.5,13.9,TOR
0,7.0,.495,14.1,0.1,.222,0.3,2.4,23,0.9,alarima01,4.6,7.0,.490,14.4,2.2,.663,3.3,64,25,NBA,1110,2.4,4.5,16.3,PF,0.7,1986-87,1.8,6.9,DEN
1,6.6,.496,13.2,0.2,.222,0.8,1.8,24,0.6,alarima01,4.2,6.7,.480,14.0,1.6,.714,2.3,63,0,NBA,769,3.3,5.0,15.3,PF,0.5,1987-88,2.3,7.5,WSB
2,6.1,.491,12.4,0.4,.342,1.2,2.0,25,0.7,alarima01,4.8,6.5,.478,13.6,2.3,.839,2.7,74,5,NBA,1141,3.2,5.0,15.7,PF,0.8,1988-89,2.0,8.0,WSB
3,6.9,.490,14.0,0.2,.204,0.9,2.7,26,0.7,alarima01,4.2,7.1,.473,14.9,2.1,.812,2.5,82,10,NBA,1893,2.9,4.2,16.4,PF,1.1,1989-90,1.9,7.1,WSB
4,5.8,.461,12.5,0.3,.238,1.3,2.8,27,0.5,alarima01,4.7,6.1,.440,13.8,2.5,.854,2.9,42,1,NBA,587,2.5,5.4,15.0,PF,0.9,1990-91,2.5,7.2,WSB
0,,,,,,,1.2,23,,alcorga01,,4.9,.292,16.8,2.6,.571,4.5,58,,NBA,670,,6.6,12.4,C,,1959-60,,15.0,DET
1,,,,,,,0.4,24,,alcorga01,,2.5,.300,8.3,1.4,.875,1.7,20,,NBA,174,,9.7,6.4,C,,1960-61,,10.3,LAL
0,2.7,.548,4.9,0.0,.000,0.3,1.9,23,1.1,aldemfu01,6.5,2.7,.513,5.2,0.9,.481,1.8,41,9,NBA,540,5.2,6.4,6.2,PF,1.1,2014-15,1.1,11.7,PHI
