,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,BR_player_id,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,ORB,PF,PTS,Pos,STL,Season,TOV,TRB,Tm
4,3.5,.474,7.4,0.5,.444,1.0,6.8,26,0.0,vaughja01,2.9,4.0,.470,8.5,2.0,.825,2.4,82,16,NBA,1856,0.3,3.5,10.5,PG,1.3,2001-02,2.2,3.3,ATL
5,3.8,.467,8.0,0.2,.235,0.7,5.0,27,0.0,vaughja01,2.0,3.9,.448,8.8,2.1,.776,2.7,80,48,NBA,1686,0.6,3.6,10.1,PG,1.4,2002-03,2.1,2.5,ORL
6,2.9,.405,7.3,0.1,.150,0.6,5.5,28,0.1,vaughja01,2.9,3.0,.386,7.8,1.5,.779,1.9,71,6,NBA,1271,0.3,3.6,7.6,PG,1.2,2003-04,2.4,3.3,ATL
7,3.6,.455,7.9,0.1,.333,0.4,3.4,29,0.0,vaughja01,2.3,3.7,.449,8.3,1.9,.835,2.3,71,34,NBA,1410,0.4,3.5,9.5,SG,1.0,2004-05,1.6,2.7,NJN
8,3.1,.444,7.0,0.0,.167,0.2,3.6,30,0.0,vaughja01,2.2,3.1,.437,7.1,1.7,.728,2.4,80,6,NBA,1234,0.5,4.1,8.0,SG,1.2,2005-06,1.5,2.7,NJN
9,3.3,.424,7.8,0.0,.500,0.1,6.2,31,0.1,vaughja01,2.8,3.4,.425,7.9,2.3,.754,3.1,64,4,NBA,760,0.4,3.5,9.1,PG,1.1,2006-07,1.9,3.2,SAS
10,3.7,.432,8.6,0.1,.300,0.3,5.0,32,0.0,vaughja01,1.9,3.8,.428,8.9,1.9,.763,2.5,74,9,NBA,1139,0.4,3.1,9.7,PG,0.7,2007-08,1.7,2.3,SAS
11,2.8,.311,9.1,0.1,1.000,0.1,6.8,33,0.0,vaughja01,2.2,3.0,.320,9.2,2.0,.889,2.2,30,0,NBA,292,0.5,3.2,8.0,PG,0.7,2008-09,1.8,2.7,SAS
0,1.4,.319,4.3,1.5,.293,5.3,1.4,19,0.6,vaughra01,2.8,2.9,.305,9.6,0.4,.800,0.5,70,6,NBA,1001,0.4,2.6,7.8,SG,1.0,2015-16,1.0,3.2,MIL
1,2.4,.413,5.9,2.0,.321,6.4,1.8,20,0.8,vaughra01,3.5,4.5,.365,12.3,0.2,.400,0.4,41,2,NBA,458,0.3,2.5,11.2,SG,1.5,2016-17,1.1,3.9,MIL
0,,,,,,,,28,,vaughvi01,,,.192,,,.536,,17,,BAA,,,,,,,1946-47,,,BOS
0,5.3,.490,10.9,0.0,.000,0.1,1.2,22,0.7,vaughlo01,6.9,5.3,.487,11.0,1.5,.662,2.3,73,0,NBA,1178,3.8,4.1,12.2,PF,0.6,1990-91,1.5,10.7,LAC
1,5.7,.489,11.7,0.1,.800,0.1,1.5,23,0.7,vaughlo01,7.5,5.8,.492,11.8,1.2,.797,1.5,79,38,NBA,1687,3.4,3.5,12.8,PF,0.8,1991-92,1.4,10.9,LAC
2,6.8,.510,13.3,0.0,.250,0.1,1.2,24,0.8,vaughlo01,7.1,6.8,.508,13.4,2.5,.748,3.4,79,4,NBA,1653,3.6,3.7,16.2,PF,1.2,1992-93,1.8,10.7,LAC
3,6.3,.541,11.7,0.0,.000,0.1,1.3,25,0.4,vaughlo01,7.4,6.3,.537,11.8,2.2,.720,3.1,75,56,NBA,2118,3.7,3.8,14.9,PF,1.3,1993-94,1.6,11.2,LAC
4,7.3,.523,14.0,0.1,.212,0.4,1.7,26,0.4,vaughlo01,6.2,7.4,.514,14.4,2.1,.710,3.0,80,79,NBA,2966,3.2,2.9,17.0,PF,1.3,1994-95,2.0,9.4,LAC
5,6.8,.528,13.0,0.1,.368,0.2,1.4,27,0.5,vaughlo01,7.3,6.9,.525,13.2,1.8,.727,2.5,80,78,NBA,2966,2.5,2.9,15.8,PF,1.1,1995-96,1.9,9.8,LAC
6,6.8,.504,13.6,0.0,.167,0.2,1.4,28,0.3,vaughlo01,7.5,6.9,.500,13.8,1.7,.702,2.4,82,82,NBA,2838,2.8,3.1,15.5,PF,1.1,1996-97,1.7,10.4,LAC
7,4.9,.439,11.1,0.0,.000,0.3,1.0,29,0.3,vaughlo01,6.7,4.9,.429,11.4,0.4,.375,1.1,10,6,NBA,265,2.2,4.5,10.2,PF,0.5,1997-98,1.8,8.8,LAC
8,4.4,.383,11.5,0.0,.000,0.1,0.8,30,0.4,vaughlo01,8.2,4.4,.381,11.6,0.7,.643,1.0,37,10,NBA,481,2.7,4.0,9.5,PF,1.1,1998-99,1.3,10.9,DET
9,3.9,.372,10.6,0.0,.000,0.4,1.4,31,0.5,vaughlo01,8.0,3.9,.360,11.0,1.4,.688,2.0,43,0,NBA,292,3.2,5.5,9.2,PF,0.7,1999-00,1.4,11.2,DET
10,5.2,.473,11.1,0.0,,0.0,1.5,32,0.5,vaughlo01,8.0,5.2,.473,11.1,0.5,.800,0.7,51,1,NBA,549,3.3,4.9,11.0,PF,1.4,2000-01,1.7,11.3,TOT
11,5.1,.455,11.1,0.0,,0.0,1.5,32,0.5,vaughlo01,8.1,5.1,.455,11.1,0.4,.667,0.6,37,1,NBA,392,3.2,5.6,10.5,PF,1.4,2000-01,1.7,11.3,DAL
12,5.7,.521,11.0,0.0,,0.0,1.6,32,0.5,vaughlo01,7.8,5.7,.521,11.0,0.9,1.000,0.9,14,0,NBA,157,3.7,3.0,12.4,PF,1.4,2000-01,1.8,11.5,WAS
0,7.5,.458,16.3,0.4,.260,1.4,2.1,22,,vergabo01,,7.8,.442,17.7,4.5,.743,6.1,31,,ABA,1285,,2.6,20.6,SG,,1967-68,2.7,3.9,DLC
1,7.9,.423,18.7,0.4,.279,1.4,3.8,23,,vergabo01,2.1,8.3,.414,20.1,6.7,.740,9.1,63,,ABA,1804,2.5,4.0,23.7,SG,,1968-69,3.9,4.6,TOT
2,5.5,.311,17.8,0.2,.333,0.7,2.6,23,,vergabo01,2.6,5.8,.312,18.5,4.3,.643,6.7,6,,ABA,150,2.4,3.8,16.1,SG,,1968-69,6.0,5.0,DNR
3,6.5,.369,17.6,0.3,.278,1.2,2.8,23,,vergabo01,2.8,6.8,.363,18.9,7.1,.715,10.0,24,,ABA,521,1.9,4.7,21.1,SG,,1968-69,3.5,4.7,NYA
4,8.9,.460,19.4,0.4,.277,1.5,4.3,23,,vergabo01,1.7,9.3,.447,20.8,6.8,.762,9.0,33,,ABA,1133,2.8,3.7,25.9,SG,,1968-69,3.8,4.6,HSM
5,8.5,.453,18.7,0.7,.307,2.3,3.1,24,,vergabo01,2.7,9.2,.437,20.9,4.8,.811,6.0,82,,ABA,3411,1.9,2.8,23.8,SG,,1969-70,3.3,4.5,CAR
6,9.7,.466,20.8,0.2,.227,0.8,3.3,25,,vergabo01,2.0,9.9,.458,21.5,5.4,.721,7.5,75,,ABA,2009,3.0,4.0,25.3,SG,,1970-71,2.9,5.0,CAR
7,7.8,.443,17.6,0.3,.365,0.9,4.5,26,,vergabo01,2.5,8.1,.439,18.6,5.1,.716,7.1,70,,ABA,2029,1.7,3.5,21.7,PG-SG,,1971-72,4.0,4.2,TOT
8,5.7,.408,13.9,0.9,.300,2.8,2.8,26,,vergabo01,0.9,6.5,.390,16.7,2.8,.769,3.7,8,,ABA,127,1.4,5.7,16.7,SG,,1971-72,3.4,2.3,CAR
9,7.9,.444,17.9,0.3,.381,0.8,4.6,26,,vergabo01,2.6,8.3,.442,18.7,5.2,.714,7.3,62,,ABA,1902,1.7,3.4,22.0,PG,,1971-72,4.0,4.3,PTC
10,7.0,.452,15.5,,,,2.8,28,0.0,vergabo01,1.2,7.0,.452,15.5,3.3,.625,5.3,21,,NBA,216,1.8,3.7,17.3,SG,2.0,1973-74,,3.0,POR
0,4.4,.503,8.8,0.0,,0.0,1.6,22,0.7,verhope01,4.4,4.4,.503,8.8,1.5,.708,2.1,71,22,NBA,1207,3.2,6.4,10.4,PF,1.3,1981-82,1.6,7.6,POR
1,5.9,.512,11.6,0.0,.000,0.1,2.2,23,0.6,verhope01,3.6,5.9,.509,11.7,1.4,.677,2.1,48,0,NBA,527,3.0,6.5,13.3,PF,1.2,1982-83,2.7,6.6,POR
2,5.5,.505,10.9,0.0,.000,0.1,2.2,24,1.2,verhope01,3.7,5.5,.500,11.0,1.9,.680,2.8,43,0,NBA,327,3.0,8.3,12.9,PF,2.4,1983-84,2.3,6.7,POR
3,5.0,.472,10.6,0.0,,0.0,1.7,25,0.7,verhope01,3.4,5.0,.472,10.6,2.1,.840,2.5,54,0,NBA,366,2.8,8.4,12.1,PF,1.5,1984-85,2.0,6.2,KCK
4,4.3,.539,7.9,0.0,.500,0.1,1.4,26,0.8,verhope01,4.6,4.3,.539,8.0,1.2,.581,2.1,61,5,NBA,749,3.1,6.8,9.9,PF,1.4,1985-86,1.4,7.7,GSW
5,4.1,.357,11.5,0.0,,0.0,1.6,27,0.8,verhope01,4.1,4.1,.357,11.5,0.0,,0.0,5,0,NBA,44,1.6,9.0,8.2,PF,1.6,1986-87,0.0,5.7,IND
0,3.9,.539,7.2,0.0,.000,0.0,1.6,21,1.1,veselja01,4.9,3.9,.537,7.3,1.1,.532,2.1,57,20,NBA,1078,3.4,5.2,8.9,PF,1.3,2011-12,2.0,8.3,WAS
1,3.4,.504,6.8,0.0,.000,0.1,1.7,22,1.0,veselja01,4.7,3.4,.500,6.8,0.7,.308,2.3,51,4,NBA,601,2.6,6.4,7.5,PF,0.9,2012-13,1.6,7.3,WAS
2,4.1,.514,8.0,0.0,,0.0,1.0,23,1.6,veselja01,5.1,4.1,.514,8.0,0.9,.339,2.6,54,1,NBA,776,3.8,5.6,9.1,PF,2.5,2013-14,1.7,8.9,TOT
3,3.7,.522,7.0,0.0,,0.0,0.8,23,1.5,veselja01,4.6,3.7,.522,7.0,0.6,.267,2.3,33,1,NBA,470,4.1,4.9,8.0,PF,2.0,2013-14,1.7,8.7,WAS
4,4.8,.506,9.5,0.0,,0.0,1.3,23,1.9,veselja01,5.9,4.8,.506,9.5,1.3,.423,3.1,21,0,NBA,306,3.3,6.7,10.9,PF,3.2,2013-14,1.6,9.2,DEN
0,6.5,.432,15.0,1.2,1.000,1.2,2.4,25,0.0,vetragu01,1.6,7.7,.475,16.2,1.6,.667,2.4,13,0,NBA,89,1.6,4.9,18.2,SF,0.8,1992-93,0.8,3.2,MIN
0,4.0,.500,8.0,0.0,,0.0,8.0,25,0.0,viannjo01,0.0,4.0,.500,8.0,0.0,,0.0,1,0,NBA,9,0.0,12.0,8.0,SF,0.0,1991-92,4.0,0.0,DAL
0,5.6,.503,11.1,1.1,.327,3.3,1.3,21,1.0,villach01,5.2,6.6,.463,14.3,1.7,.706,2.4,81,36,NBA,2361,2.8,3.8,16.1,PF,0.9,2005-06,1.5,7.9,TOR
1,5.5,.508,10.9,1.1,.337,3.1,1.3,22,0.4,villach01,6.1,6.6,.470,14.0,2.7,.820,3.3,39,17,NBA,984,2.3,4.0,16.9,PF,0.9,2006-07,2.0,8.3,MIL
2,5.9,.475,12.4,1.1,.297,3.6,1.5,23,0.7,villach01,6.3,7.0,.435,16.0,2.4,.783,3.1,76,31,NBA,1829,2.9,3.4,17.4,PF,0.6,2007-08,2.1,9.2,MIL
3,6.8,.479,14.3,1.5,.345,4.4,2.4,24,1.0,villach01,6.3,8.4,.447,18.7,3.5,.838,4.1,78,47,NBA,2095,2.6,4.4,21.7,PF,0.9,2008-09,2.4,8.9,MIL
4,5.1,.484,10.6,1.9,.351,5.5,1.0,25,1.1,villach01,5.5,7.1,.439,16.1,2.1,.815,2.5,78,16,NBA,1848,1.7,4.3,18.1,PF,0.9,2009-10,1.4,7.1,DET
5,4.1,.488,8.3,2.7,.387,7.0,1.0,26,0.9,villach01,5.3,6.8,.442,15.3,1.9,.767,2.5,76,11,NBA,1666,1.1,3.8,18.2,PF,0.9,2010-11,1.4,6.4,DET
6,4.0,.435,9.2,3.0,.333,9.0,1.2,27,1.0,villach01,7.8,7.0,.385,18.2,1.2,.857,1.4,13,0,NBA,180,1.8,5.0,18.2,PF,1.4,2011-12,1.4,9.6,DET
7,2.8,.415,6.8,3.0,.347,8.5,1.8,28,1.3,villach01,6.3,5.8,.377,15.3,0.9,.551,1.6,69,0,NBA,1092,1.6,3.2,15.4,PF,1.0,2012-13,1.3,7.9,DET
8,4.2,.583,7.2,2.8,.250,11.2,1.2,29,1.0,villach01,5.6,7.0,.380,18.4,1.6,.571,2.8,20,0,NBA,180,1.2,3.2,18.4,PF,0.8,2013-14,1.4,6.8,DET
9,3.6,.475,7.5,4.4,.376,11.7,1.0,30,1.2,villach01,6.3,8.0,.414,19.2,1.1,.571,1.9,64,1,NBA,678,1.6,3.4,21.4,PF,0.8,2014-15,1.5,7.9,DAL
10,4.2,.503,8.4,2.5,.273,9.3,1.3,31,0.8,villach01,6.9,6.8,.382,17.7,1.2,.917,1.3,62,4,NBA,665,1.3,3.8,17.3,PF,1.0,2015-16,1.7,8.2,DAL
0,9.8,.497,19.8,0.0,.250,0.1,2.4,22,0.3,vinceja01,5.3,9.9,.497,19.9,4.0,.716,5.6,81,62,NBA,2626,2.5,4.2,23.7,PF,1.2,1981-82,2.7,7.7,DAL
1,8.2,.490,16.8,0.0,.000,0.0,2.8,23,0.6,vinceja01,5.0,8.2,.489,16.8,3.6,.784,4.5,81,73,NBA,2726,2.9,3.9,20.0,PF,0.9,1982-83,2.5,7.8,DAL
2,6.4,.436,14.6,0.0,.000,0.0,2.9,24,0.3,vinceja01,4.2,6.4,.435,14.7,4.3,.781,5.4,61,5,NBA,1421,2.1,4.0,17.0,SF,0.8,1983-84,2.9,6.3,DAL
3,7.7,.481,16.1,0.0,.000,0.1,2.4,25,0.3,vinceja01,7.3,7.7,.479,16.1,5.0,.836,5.9,79,47,NBA,2543,2.6,3.2,20.4,PF,0.7,1984-85,2.4,10.0,DAL
4,8.0,.483,16.5,0.0,.000,0.1,3.2,26,0.4,vinceja01,4.7,8.0,.481,16.6,4.0,.810,4.9,80,3,NBA,1994,1.9,3.5,20.0,PF,1.2,1985-86,2.6,6.6,DAL
5,7.1,.449,15.8,0.0,.000,0.1,2.2,27,0.4,vinceja01,3.7,7.1,.447,15.9,3.4,.769,4.4,51,17,NBA,1386,1.8,3.3,17.6,SF,1.0,1986-87,2.0,5.5,WSB
6,9.1,.466,19.6,0.0,.250,0.1,2.9,28,0.5,vinceja01,4.7,9.1,.466,19.7,4.7,.805,5.9,73,8,NBA,1755,1.6,4.1,23.1,SF,0.9,1987-88,2.8,6.3,DEN
7,5.7,.406,14.2,0.1,.333,0.2,1.5,29,0.2,vinceja01,4.0,5.8,.405,14.3,2.2,.667,3.3,29,4,NBA,646,2.1,3.5,13.9,SF,0.3,1988-89,2.3,6.1,TOT
8,4.5,.333,13.6,0.4,.500,0.8,1.9,29,0.4,vinceja01,6.1,4.9,.342,14.4,1.9,.556,3.4,5,1,NBA,95,0.8,4.2,12.1,SF,0.4,1988-89,1.9,6.8,DEN
9,5.9,.417,14.2,0.0,.000,0.1,1.4,29,0.2,vinceja01,3.7,5.9,.416,14.3,2.3,.686,3.3,24,3,NBA,551,2.4,3.4,14.2,SF,0.3,1988-89,2.4,6.0,SAS
10,6.7,.470,14.2,0.1,.500,0.2,1.4,30,0.4,vinceja01,3.3,6.7,.470,14.4,3.2,.837,3.8,41,6,NBA,459,1.6,4.1,16.8,SF,1.4,1989-90,2.6,4.9,TOT
11,6.1,.423,14.5,0.1,1.000,0.1,1.1,30,0.3,vinceja01,3.2,6.3,.429,14.6,4.6,.892,5.1,17,5,NBA,259,1.8,3.2,17.2,SF,1.4,1989-90,1.9,5.0,PHI
12,7.4,.532,13.9,0.0,.000,0.2,1.8,30,0.5,vinceja01,3.4,7.4,.526,14.0,1.4,.667,2.2,24,1,NBA,200,1.3,5.2,16.2,SF,1.4,1989-90,3.4,4.7,LAL
0,4.8,.367,13.2,0.1,.250,0.3,5.7,22,0.3,vincesa01,3.1,4.9,.364,13.5,5.4,.929,5.8,57,0,NBA,432,0.9,4.9,15.3,SG,1.4,1985-86,4.1,4.0,BOS
1,5.8,.441,13.1,0.0,,0.0,5.7,23,0.1,vincesa01,2.1,5.8,.441,13.1,4.9,.927,5.3,46,5,NBA,374,0.5,3.2,16.5,PG,1.3,1986-87,3.2,2.6,BOS
2,4.8,.459,10.6,0.2,.381,0.5,9.1,24,0.4,vincesa01,2.8,5.0,.456,11.1,3.5,.868,4.0,72,27,NBA,1501,0.8,3.5,13.7,PG,1.3,1987-88,3.3,3.6,TOT
3,4.4,.482,9.1,0.3,.385,0.9,9.0,24,0.3,vincesa01,2.1,4.7,.474,10.0,3.0,.767,3.9,43,0,NBA,548,1.1,4.1,12.8,PG,1.4,1987-88,3.4,3.2,SEA
4,5.1,.449,11.4,0.1,.375,0.3,9.2,24,0.5,vincesa01,3.2,5.2,.447,11.7,3.7,.925,4.0,29,27,NBA,953,0.7,3.1,14.3,PG,1.3,1987-88,3.2,3.9,CHI
5,5.7,.495,11.6,0.0,.118,0.4,7.1,25,0.2,vincesa01,3.3,5.8,.484,12.0,2.2,.822,2.7,70,56,NBA,1703,0.7,2.6,13.9,PG,1.1,1988-89,3.0,4.0,CHI
6,5.6,.467,11.9,0.0,.071,0.3,7.7,26,0.4,vincesa01,3.4,5.6,.457,12.3,4.1,.879,4.6,63,45,NBA,1657,0.8,2.3,15.3,PG,1.4,1989-90,2.9,4.2,ORL
7,5.5,.446,12.3,0.1,.158,0.7,7.3,27,0.2,vincesa01,3.3,5.6,.431,13.0,3.7,.825,4.4,49,17,NBA,975,0.6,2.7,15.0,PG,1.1,1990-91,3.4,4.0,ORL
8,6.1,.443,13.7,0.0,.077,0.5,6.0,28,0.2,vincesa01,3.3,6.1,.430,14.2,4.5,.846,5.3,39,18,NBA,885,0.8,2.2,16.7,PG,1.4,1991-92,2.9,4.1,ORL
0,1.4,.500,2.8,1.0,.429,2.4,1.7,22,0.3,vincima01,3.1,2.4,.467,5.2,1.7,.714,2.4,13,0,NBA,103,0.7,3.5,7.7,SF,0.7,2006-07,2.1,3.8,NOK
1,2.1,.500,4.2,2.6,.417,6.3,1.0,23,0.5,vincima01,3.7,4.7,.450,10.4,2.6,.455,5.7,13,0,NBA,69,0.5,2.1,14.6,SF,0.5,2007-08,1.6,4.2,NOH
0,0.0,.000,1.3,1.3,.167,8.0,1.3,24,0.0,vinsofr01,0.0,1.3,.143,9.3,1.3,1.000,1.3,5,0,NBA,27,0.0,5.3,5.3,SG,0.0,1994-95,2.7,0.0,ATL
1,2.7,.300,9.0,1.8,.286,6.3,0.0,29,0.0,vinsofr01,0.9,4.5,.294,15.3,0.9,.500,1.8,8,0,NBA,40,0.0,1.8,11.7,SG,2.7,1999-00,3.6,0.9,SEA
0,5.7,.400,14.2,0.0,.000,0.1,3.2,25,,virdecl01,4.6,5.7,.398,14.3,2.0,.780,2.6,31,,ABA,825,2.1,3.7,13.4,SF,,1972-73,2.1,6.7,KEN
0,9.0,.333,27.0,0.0,,0.0,0.0,24,0.0,vocega01,0.0,9.0,.333,27.0,0.0,,0.0,1,0,NBA,4,18.0,0.0,18.0,PF,0.0,1989-90,0.0,18.0,CLE
0,,,,,,,,28,,volkefl01,,,.309,,,.550,,54,,NBA,,,,,,,1949-50,,,TOT
1,,,,,,,,28,,volkefl01,,,.321,,,.389,,17,,NBA,,,,,,,1949-50,,,INO
2,,,,,,,,28,,volkefl01,,,.308,,,.577,,37,,NBA,,,,,,,1949-50,,,DNN
0,4.8,.496,9.6,0.5,.382,1.3,3.2,25,0.8,volkoal01,2.6,5.3,.482,10.9,2.7,.583,4.6,72,4,NBA,937,2.0,6.4,13.7,C,1.4,1989-90,2.0,4.6,ATL
1,5.1,.471,10.9,0.8,.318,2.6,5.9,27,0.7,volkoal01,3.8,6.0,.441,13.5,3.0,.631,4.7,77,27,NBA,1516,2.4,4.2,15.7,C,1.6,1991-92,2.4,6.3,ATL
0,,,,,,,,27,,vonniwh01,,,.357,,,.635,,59,,NBA,,,,,,,1949-50,,,TOT
1,,,,,,,,27,,vonniwh01,,,.345,,,.630,,26,,NBA,,,,,,,1949-50,,,TRI
2,,,,,,,,27,,vonniwh01,,,.364,,,.638,,33,,NBA,,,,,,,1949-50,,,BLB
0,3.5,.397,8.8,0.7,.385,1.8,0.6,19,1.3,vonleno01,8.1,4.2,.395,10.6,2.5,.692,3.6,25,0,NBA,259,3.9,2.8,11.5,PF,0.6,2014-15,1.5,12.0,CHO
1,3.3,.457,7.1,0.3,.239,1.4,0.9,20,0.8,vonleno01,6.6,3.6,.421,8.5,1.2,.745,1.6,78,56,NBA,1174,2.8,4.7,8.7,PF,0.8,2015-16,1.5,9.4,POR
2,3.5,.492,7.1,0.2,.350,0.6,0.9,21,0.8,vonleno01,7.3,3.7,.481,7.7,1.7,.638,2.7,74,41,NBA,1265,3.7,4.4,9.3,PF,0.9,2016-17,1.8,11.0,POR
0,2.8,.440,6.3,0.0,,0.0,1.3,23,1.5,voskuja01,5.5,2.8,.440,6.3,2.0,.571,3.5,16,2,NBA,143,3.0,9.6,7.6,C,1.3,2000-01,3.0,8.6,CHI
1,4.3,.554,7.7,0.0,,0.0,0.7,24,0.9,voskuja01,5.9,4.3,.554,7.7,3.3,.752,4.4,59,34,NBA,900,4.1,5.6,11.8,C,0.4,2001-02,1.9,10.0,PHO
2,3.5,.564,6.2,0.0,,0.0,1.4,25,1.1,voskuja01,4.9,3.5,.564,6.2,2.4,.667,3.6,65,1,NBA,947,3.7,6.5,9.4,C,0.7,2002-03,1.8,8.6,PHO
3,3.4,.507,6.7,0.0,,0.0,1.3,26,0.6,voskuja01,4.9,3.4,.507,6.7,3.0,.740,4.1,66,43,NBA,1606,2.8,5.8,9.8,C,0.9,2003-04,1.7,7.7,PHO
4,2.7,.458,5.9,0.0,,0.0,1.7,27,1.1,voskuja01,6.2,2.7,.458,5.9,2.6,.684,3.8,38,1,NBA,360,3.0,6.0,8.0,C,0.4,2004-05,2.0,9.2,PHO
5,5.0,.438,11.4,0.0,.333,0.1,1.7,28,1.0,voskuja01,5.3,5.0,.437,11.5,1.8,.683,2.6,51,2,NBA,818,2.7,6.9,11.9,C,1.1,2005-06,1.5,8.1,CHA
6,4.2,.475,8.8,0.0,,0.0,1.5,29,0.8,voskuja01,5.9,4.2,.475,8.8,2.7,.681,3.9,73,9,NBA,1043,2.9,6.9,11.0,C,1.0,2006-07,1.9,8.8,CHA
7,3.5,.463,7.5,0.0,,0.0,1.2,30,2.0,voskuja01,6.2,3.5,.463,7.5,2.2,.828,2.7,44,0,NBA,386,2.8,7.7,9.1,C,0.8,2007-08,2.7,9.0,MIL
8,1.8,.267,6.8,0.0,,0.0,1.2,31,0.6,voskuja01,5.7,1.8,.267,6.8,1.6,.786,2.1,38,1,NBA,240,3.2,9.0,5.2,C,0.5,2008-09,2.5,8.8,TOR
0,4.8,.548,8.7,0.0,.000,0.0,1.9,23,0.7,vraneda01,4.3,4.8,.546,8.8,3.0,.601,5.0,77,1,NBA,1075,2.4,5.0,12.6,SF,0.9,1981-82,2.3,6.6,SEA
1,4.0,.528,7.5,0.0,.000,0.0,2.1,24,0.9,vraneda01,4.3,4.0,.527,7.5,2.0,.550,3.7,82,73,NBA,2054,3.1,4.5,9.9,SF,0.9,1982-83,1.8,7.4,SEA
2,4.3,.522,8.2,0.0,.000,0.0,2.2,25,0.9,vraneda01,4.1,4.3,.521,8.2,2.5,.648,3.9,80,72,NBA,2174,2.5,4.4,11.1,SF,0.8,1983-84,2.0,6.5,SEA
3,3.1,.465,6.6,0.0,.250,0.1,2.5,26,0.9,vraneda01,4.7,3.1,.463,6.7,1.1,.528,2.1,76,70,NBA,2163,2.6,4.3,7.3,SF,1.3,1984-85,2.0,7.3,SEA
4,3.0,.468,6.4,0.0,.000,0.1,1.6,27,0.7,vraneda01,3.8,3.0,.461,6.5,0.9,.520,1.7,80,19,NBA,1569,2.6,5.0,6.9,SF,1.4,1985-86,1.3,6.4,SEA
5,2.6,.436,5.9,0.0,.200,0.2,1.3,28,1.1,vraneda01,4.2,2.6,.428,6.1,0.9,.467,2.0,58,6,NBA,817,2.2,5.6,6.2,SF,1.5,1986-87,1.1,6.4,PHI
6,2.5,.449,5.5,0.0,.000,0.1,1.7,29,1.5,vraneda01,3.4,2.5,.438,5.6,0.7,.429,1.6,57,5,NBA,772,2.1,4.7,5.6,SF,1.3,1987-88,1.2,5.5,PHI
0,0.0,.000,12.0,0.0,,0.0,0.0,21,0.0,vranesl01,0.0,0.0,.000,12.0,0.0,,0.0,1,0,NBA,3,0.0,12.0,0.0,C,0.0,2003-04,0.0,0.0,POR
0,5.2,.462,11.3,0.0,,0.0,0.9,27,6.3,vrankst01,7.8,5.2,.462,11.3,2.2,.556,3.9,31,0,NBA,166,3.3,9.3,12.6,C,0.2,1990-91,5.2,11.1,BOS
1,4.9,.469,10.5,0.0,,0.0,1.6,28,5.6,vrankst01,6.5,4.9,.469,10.5,2.3,.583,3.9,19,0,NBA,110,2.6,7.2,12.1,C,0.0,1991-92,3.3,9.2,BOS
2,3.7,.561,6.5,0.0,,0.0,0.7,33,3.1,vrankst01,5.2,3.7,.561,6.5,1.2,.676,1.7,53,35,NBA,766,2.7,5.7,8.5,C,0.5,1996-97,2.4,7.9,MIN
3,2.9,.425,6.7,0.0,,0.0,1.3,34,2.4,vrankst01,6.9,2.9,.425,6.7,1.3,.569,2.3,65,38,NBA,996,2.6,4.7,7.0,C,0.4,1997-98,1.7,9.5,LAC
4,3.0,.250,12.0,0.0,,0.0,0.0,35,0.0,vrankst01,6.0,3.0,.250,12.0,0.0,,0.0,2,0,NBA,12,12.0,6.0,6.0,C,0.0,1998-99,0.0,18.0,LAC
0,3.9,.385,10.1,0.0,.000,0.4,3.5,25,1.9,vromabr01,7.0,3.9,.370,10.5,5.4,.737,7.4,11,,NBA,93,2.7,10.1,13.2,C,1.9,1980-81,3.5,9.7,UTA
0,4.2,.418,10.0,0.0,.000,0.2,2.0,23,1.0,vromaja01,5.7,4.2,.412,10.2,2.5,.640,3.8,46,18,NBA,705,3.3,5.4,10.8,C-PF,1.3,2004-05,3.3,8.9,TOT
1,3.8,.375,10.1,0.0,,0.0,4.4,23,1.3,vromaja01,5.1,3.8,.375,10.1,2.5,.571,4.4,10,1,NBA,57,3.2,6.9,10.1,PF,1.9,2004-05,4.4,8.2,PHO
2,4.2,.422,10.0,0.0,.000,0.2,1.8,23,0.9,vromaja01,5.7,4.2,.415,10.2,2.4,.647,3.8,36,17,NBA,648,3.3,5.2,10.9,C,1.2,2004-05,3.2,9.0,NOH
3,2.3,.394,5.9,0.0,,0.0,1.0,24,1.0,vromaja01,4.7,2.3,.394,5.9,1.9,.477,3.9,41,2,NBA,406,2.9,6.9,6.5,PF,1.1,2005-06,1.9,7.6,NOK
0,5.7,.452,12.5,0.1,.375,0.4,1.4,21,1.5,vucevni01,7.0,5.8,.450,12.9,0.8,.529,1.5,51,15,NBA,812,3.9,4.9,12.5,C,0.9,2011-12,1.5,10.9,PHI
1,6.5,.520,12.5,0.0,.000,0.0,2.0,22,1.1,vucevni01,9.1,6.5,.519,12.5,1.2,.683,1.8,77,77,NBA,2559,3.8,3.1,14.2,C,0.9,2012-13,2.0,12.9,ORL
2,7.0,.507,13.8,0.0,,0.0,2.1,23,0.9,vucevni01,8.8,7.0,.507,13.8,2.1,.766,2.7,57,57,NBA,1812,3.7,3.4,16.1,C,1.2,2013-14,2.2,12.4,ORL
3,9.0,.524,17.1,0.0,.333,0.1,2.1,24,0.8,vucevni01,8.1,9.0,.523,17.2,2.3,.752,3.1,74,74,NBA,2529,3.4,3.1,20.3,C,0.8,2014-15,2.1,11.5,ORL
