,3PAr,AST%,Age,BLK%,BPM,BR_player_id,DBPM,DRB%,DWS,FTr,G,Lg,MP,OBPM,ORB%,OWS,PER,Pos,STL%,Season,TOV%,TRB%,TS%,Tm,USG%,VORP,WS,WS/48
1,,,27,,,stutzst01,,,2.2,.269,47,BAA,,,,-0.5,,,,1947-48,,,.295,NYK,,,1.7,
2,,,28,,,stutzst01,,,0.6,.369,59,BAA,,,,0.6,,,,1948-49,,,.372,BLB,,,1.1,
0,,2.0,26,,,suitega01,,,0.1,.167,30,NBA,140,,,-0.3,6.0,,,1970-71,,14.1,.362,CLE,,,-0.3,-0.099
0,.022,6.2,20,1.9,-0.6,sullija01,0.9,22.1,1.4,.280,45,NBA,892,-1.6,12.6,1.3,13.5,PF,1.3,2012-13,10.3,17.5,.534,BOS,14.9,0.3,2.7,.146
1,.231,10.1,21,1.8,-0.3,sullija01,-0.6,20.6,2.0,.226,74,NBA,2041,0.3,13.0,1.9,16.4,PF,0.9,2013-14,10.7,16.7,.497,BOS,24.1,0.9,3.9,.091
2,.260,14.2,22,2.1,2.0,sullija01,1.0,20.9,2.1,.182,58,NBA,1566,1.0,10.1,1.9,17.9,PF,1.4,2014-15,9.3,15.4,.503,BOS,23.6,1.6,4.0,.123
3,.128,15.5,23,1.9,1.1,sullija01,2.3,27.0,3.6,.200,81,NBA,1915,-1.2,10.6,1.3,16.7,PF,1.9,2015-16,10.4,18.7,.476,BOS,21.8,1.5,4.8,.121
4,.383,3.7,24,0.7,-7.5,sullija01,-2.5,16.3,0.1,.170,11,NBA,118,-4.9,9.6,-0.2,6.0,PF,1.7,2016-17,7.3,12.9,.366,TOR,20.7,-0.2,-0.1,-0.031
0,.323,6.3,22,1.5,-5.8,summeda01,-2.5,9.9,0.1,.292,44,NBA,405,-3.3,3.9,-0.1,7.5,SF,1.1,2009-10,9.8,6.7,.457,DET,18.5,-0.4,0.0,.002
1,.304,1.6,23,0.4,-10.5,summeda01,-5.0,6.4,0.0,.290,22,NBA,199,-5.5,1.2,-0.3,4.4,SF,0.8,2010-11,14.3,3.7,.476,DET,21.3,-0.4,-0.3,-0.083
2,.246,8.1,24,0.0,-3.4,summeda01,-1.7,8.4,0.1,.138,15,NBA,209,-1.8,4.6,0.1,9.0,SF,1.8,2011-12,10.4,6.6,.493,NOH,17.4,-0.1,0.2,.049
3,.000,21.7,25,0.0,-12.6,summeda01,-1.9,33.5,0.0,.000,2,NBA,7,-10.8,0.0,0.0,4.3,PF,0.0,2012-13,0.0,17.0,.250,LAC,26.1,0.0,0.0,-0.124
0,.000,0.0,23,0.0,-43.5,sumptba01,-12.4,0.0,0.0,.000,1,NBA,1,-31.1,0.0,0.0,-30.2,PF,0.0,1988-89,0.0,0.0,.000,LAC,39.4,0.0,0.0,-0.894
0,,,24,,,sundedo01,,,1.7,.451,68,NBA,2232,,,1.3,12.4,SG,,1953-54,,,.424,MLH,,,3.0,.065
1,,,25,,,sundedo01,,,0.4,.549,45,NBA,404,,,-0.8,6.0,SG,,1954-55,,,.345,MNL,,,-0.3,-0.038
0,.000,16.8,18,0.0,-23.5,sundobr01,-10.3,0.0,0.0,.000,3,NBA,11,-13.3,0.0,-0.1,-8.8,C,0.0,1998-99,12.5,0.0,.286,DAL,33.4,-0.1,-0.1,-0.328
1,.000,5.3,19,2.2,-9.0,sundobr01,-2.8,12.3,0.0,.065,14,NBA,61,-6.2,8.9,-0.1,7.8,C,1.7,1999-00,11.1,10.6,.408,DAL,26.0,-0.1,-0.1,-0.050
2,.098,3.1,20,2.4,-5.6,sundobr01,-1.6,17.4,0.1,.122,11,NBA,120,-4.0,3.9,0.1,11.0,C,0.9,2000-01,6.5,10.9,.498,IND,18.0,-0.1,0.2,.079
3,.025,6.1,21,2.4,-7.2,sundobr01,-1.1,17.5,0.1,.050,22,NBA,88,-6.1,9.2,-0.2,8.7,C,1.8,2001-02,8.9,13.5,.391,IND,23.1,-0.1,0.0,-0.021
4,.286,8.8,22,1.7,-10.2,sundobr01,-0.5,16.9,0.2,.036,26,NBA,138,-9.7,6.4,-0.6,1.2,C,2.3,2002-03,13.7,11.5,.281,BOS,22.2,-0.3,-0.4,-0.139
5,.000,6.4,23,0.0,-19.4,sundobr01,-9.0,26.8,0.0,.600,5,NBA,33,-10.4,6.7,-0.1,3.5,C,0.0,2003-04,19.2,16.8,.435,TOT,21.3,-0.1,0.0,-0.046
6,.000,0.0,23,0.0,-20.9,sundobr01,-8.1,30.5,0.0,.667,4,NBA,29,-12.7,7.6,-0.1,0.9,C,0.0,2003-04,20.5,19.1,.387,CLE,22.6,-0.1,-0.1,-0.111
7,.000,52.7,23,0.0,-8.5,sundobr01,-14.9,0.0,0.0,.000,1,NBA,4,6.3,0.0,0.0,22.4,C,0.0,2003-04,0.0,0.0,1.000,NYK,11.6,0.0,0.0,.424
8,.081,4.6,24,2.1,-12.9,sundobr01,-3.2,11.3,0.0,.054,21,NBA,73,-9.7,9.6,-0.3,1.2,C,1.5,2004-05,13.7,10.5,.330,NYK,27.4,-0.2,-0.3,-0.174
0,.076,26.4,22,0.0,-4.7,sundvjo01,-3.1,6.0,0.6,.148,73,NBA,1284,-1.6,2.0,0.5,12.1,PG,1.1,1983-84,13.5,4.0,.488,SEA,19.4,-0.9,1.2,.044
1,.095,26.2,23,0.0,-6.5,sundvjo01,-3.0,5.3,0.7,.148,73,NBA,1150,-3.4,1.7,-0.5,9.8,PG,1.5,1984-85,16.6,3.5,.470,SEA,18.6,-1.3,0.2,.008
2,.126,31.7,24,0.0,-4.1,sundvjo01,-3.6,5.6,0.5,.101,70,NBA,1150,-0.5,2.2,1.0,13.4,PG,1.4,1985-86,14.6,4.0,.503,SAS,20.4,-0.6,1.5,.062
3,.198,26.1,25,0.0,-3.9,sundvjo01,-4.4,5.1,0.3,.112,76,NBA,1765,0.5,1.2,2.7,14.5,PG,0.9,1986-87,11.0,3.1,.539,SAS,20.1,-0.8,3.0,.080
4,.169,23.4,26,0.1,-5.2,sundvjo01,-4.6,3.6,-0.1,.127,52,NBA,1024,-0.6,1.5,1.1,12.6,PG,1.2,1987-88,12.5,2.5,.526,SAS,17.6,-0.8,1.0,.048
5,.136,17.6,27,0.0,-5.1,sundvjo01,-3.9,6.0,0.4,.084,68,NBA,1338,-1.2,1.5,0.6,12.6,SG,1.0,1988-89,11.1,3.7,.506,MIA,23.9,-1.1,1.0,.037
6,.275,17.1,28,0.0,-4.3,sundvjo01,-2.7,7.4,0.5,.143,63,NBA,867,-1.6,1.8,0.4,11.2,SG,1.4,1989-90,11.9,4.5,.498,MIA,20.3,-0.5,0.8,.046
7,.327,16.7,29,0.0,-6.1,sundvjo01,-4.6,3.0,0.1,.103,24,NBA,225,-1.6,1.5,0.1,11.6,SG,1.5,1990-91,12.5,2.2,.501,MIA,23.2,-0.2,0.2,.037
8,.333,35.9,30,0.0,-13.1,sundvjo01,-11.9,0.0,0.0,.000,3,NBA,8,-1.2,0.0,0.0,10.7,PG,0.0,1991-92,0.0,0.0,.500,MIA,15.7,0.0,0.0,.151
0,.217,35.7,22,1.6,-1.8,surabo01,-0.1,11.9,1.5,.392,79,NBA,1150,-1.7,3.9,0.2,15.0,SG,2.8,1995-96,21.4,7.8,.500,CLE,23.6,0.1,1.6,.069
1,.279,30.2,23,1.3,1.1,surabo01,1.4,13.5,3.7,.543,82,NBA,2269,-0.2,4.3,1.6,14.8,SG,2.3,1996-97,19.9,8.8,.519,CLE,20.0,1.8,5.2,.111
2,.260,29.4,24,0.6,-2.4,surabo01,0.3,8.9,1.4,.567,46,NBA,942,-2.7,3.3,-0.7,9.6,SG,2.5,1997-98,24.4,6.1,.463,CLE,18.7,-0.1,0.7,.036
3,.214,32.0,25,1.3,-1.9,surabo01,0.6,12.2,1.1,.490,50,NBA,841,-2.5,3.2,-0.7,11.0,PG,3.0,1998-99,20.8,7.7,.419,CLE,18.7,0.0,0.4,.023
4,.407,21.8,26,0.6,2.1,surabo01,-0.3,12.1,2.1,.308,73,NBA,2216,2.4,2.5,2.9,15.6,SG,2.1,1999-00,13.8,7.3,.545,CLE,21.1,2.3,4.9,.107
5,.332,23.1,27,0.3,-2.8,surabo01,-1.5,11.9,0.4,.365,53,NBA,1684,-1.2,3.1,-0.3,11.2,SG,1.6,2000-01,21.0,7.1,.487,GSW,19.1,-0.3,0.1,.003
6,.225,25.0,28,0.6,1.0,surabo01,-1.1,10.3,0.9,.556,78,NBA,1780,2.1,5.2,3.2,17.1,PG,2.5,2001-02,15.3,7.7,.530,GSW,20.5,1.4,4.1,.111
7,.259,23.9,29,0.1,-0.6,surabo01,-1.9,10.2,0.2,.451,55,NBA,1130,1.2,5.5,1.6,14.2,SG,2.0,2002-03,17.3,7.9,.510,GSW,17.9,0.4,1.8,.075
8,.163,24.1,30,0.6,1.8,surabo01,0.7,15.3,2.0,.466,80,NBA,1663,1.1,6.9,2.6,16.2,SG,2.0,2003-04,15.2,11.2,.510,TOT,19.0,1.6,4.6,.133
9,.208,21.2,30,1.0,1.0,surabo01,1.8,11.8,1.4,.399,53,NBA,707,-0.8,5.0,0.6,13.0,SG,2.9,2003-04,16.1,8.4,.489,DET,16.0,0.5,2.0,.137
10,.138,26.3,30,0.4,2.3,surabo01,-0.2,17.9,0.6,.503,27,NBA,956,2.5,8.4,2.0,18.5,SG,1.4,2003-04,14.8,13.2,.521,ATL,21.3,1.0,2.6,.130
11,.308,27.3,31,0.3,2.5,surabo01,1.8,15.3,2.9,.373,61,NBA,1922,0.6,4.9,1.8,14.4,PG,1.8,2004-05,20.0,10.2,.533,HOU,18.0,2.2,4.8,.119
0,,,23,,,surhodi01,,,0.2,.492,26,NBA,187,,,-0.6,1.5,SF,,1952-53,,,.303,NYK,,,-0.4,-0.106
1,,,24,,,surhodi01,,,0.3,.481,32,NBA,358,,,0.2,14.4,PF,,1953-54,,,.426,MLH,,,0.6,.075
0,,0.0,24,,,sutorge01,,,0.0,,1,ABA,5,,,0.0,-4.8,C,,1967-68,,8.7,,KEN,0.0,,0.0,.039
1,.000,4.2,25,,,sutorge01,,,1.7,.287,64,ABA,886,,,-1.7,11.4,C,,1968-69,11.8,17.4,.390,MNP,20.3,,0.0,-0.001
2,.022,2.5,26,,,sutorge01,,,0.2,.370,14,ABA,147,,,-0.5,2.3,C,,1969-70,17.1,17.4,.290,TOT,16.6,,-0.3,-0.102
3,.024,1.9,26,,,sutorge01,,,0.2,.366,11,ABA,135,,,-0.4,3.4,C,,1969-70,18.8,17.6,.326,CAR,16.5,,-0.2,-0.065
4,.000,9.4,26,,,sutorge01,,,0.0,.400,3,ABA,12,,,-0.1,-9.1,C,,1969-70,0.0,15.1,.000,MMF,17.6,,-0.1,-0.517
0,.014,14.9,22,0.0,-2.0,suttlda01,-2.1,6.2,0.3,.220,40,NBA,469,0.0,5.0,0.6,15.3,SG,2.0,1983-84,12.0,5.6,.550,KCK,22.9,0.0,0.9,.094
1,.077,12.3,23,0.0,-5.4,suttlda01,-3.3,14.1,0.0,.154,6,NBA,24,-2.0,0.0,0.0,14.3,SG,1.9,1984-85,6.7,7.1,.504,KCK,24.5,0.0,0.0,.072
0,.371,21.7,24,0.9,-5.1,suttogr01,-1.8,7.4,0.8,.188,67,NBA,601,-3.3,1.1,-0.8,7.8,PG,2.2,1991-92,21.2,4.3,.473,SAS,23.1,-0.5,-0.1,-0.006
1,.500,20.8,27,0.2,-2.3,suttogr01,-1.3,7.9,0.8,.196,53,NBA,690,-0.9,1.4,0.0,10.6,PG,2.5,1994-95,17.0,4.8,.526,CHH,20.2,-0.1,0.8,.058
2,.539,25.7,28,0.2,-4.7,suttogr01,-3.7,7.7,0.1,.212,48,NBA,655,-1.1,1.4,0.1,10.6,PG,2.0,1995-96,20.7,4.5,.531,TOT,20.5,-0.5,0.2,.016
3,.420,30.3,28,0.0,-4.2,suttogr01,-3.2,7.2,0.1,.380,18,NBA,190,-0.9,2.5,0.2,11.0,PG,2.2,1995-96,22.6,4.8,.531,CHH,17.9,-0.1,0.2,.059
4,.575,23.8,28,0.3,-5.0,suttogr01,-3.9,7.9,0.1,.162,30,NBA,465,-1.1,1.0,-0.1,10.5,PG,1.9,1995-96,20.1,4.3,.531,PHI,21.5,-0.3,0.0,-0.002
0,.006,5.4,23,,,swageke01,,,2.5,.477,77,ABA,2447,,,-0.2,15.2,PF,,1968-69,9.5,14.2,.459,HSM,17.4,,2.3,.045
1,.111,12.3,24,,,swageke01,,,0.0,.333,3,ABA,30,,,-0.1,4.2,PF,,1969-70,16.2,8.8,.339,KEN,14.9,,0.0,-0.046
0,,,25,,,swainbe01,,,1.4,.451,58,NBA,708,,,0.5,12.3,PF,,1958-59,,,.453,BOS,,,1.9,.128
0,,,23,,,swansno01,,,0.9,.467,63,NBA,611,,,-1.3,4.0,SF,,1953-54,,,.303,ROC,,,-0.4,-0.034
0,,,28,,,swartda01,,,0.7,.480,39,NBA,335,,,0.3,12.3,SF,,1962-63,,,.482,BOS,,,1.0,.143
0,.007,4.8,21,1.8,-1.0,sweetmi01,-0.2,20.5,0.7,.414,42,NBA,494,-0.8,16.1,0.8,17.2,PF,2.0,2003-04,16.2,18.3,.544,NYK,18.6,0.1,1.4,.138
1,.002,4.9,22,1.4,-2.1,sweetmi01,-1.5,19.5,1.1,.527,77,NBA,1509,-0.7,13.0,2.7,16.4,C,0.9,2004-05,16.4,16.3,.592,NYK,19.9,0.0,3.8,.122
2,.000,8.2,23,3.6,-2.1,sweetmi01,1.5,21.7,2.1,.459,66,NBA,1222,-3.5,11.2,0.1,13.9,C,0.8,2005-06,15.1,16.5,.499,CHI,23.2,0.0,2.1,.084
3,.000,11.7,24,2.2,-3.5,sweetmi01,1.3,22.1,0.8,.493,48,NBA,385,-4.9,13.4,-0.4,10.9,C,1.2,2006-07,20.5,17.8,.469,CHI,23.7,-0.2,0.4,.049
0,.000,4.2,19,7.6,-2.8,swiftro01,2.6,6.8,0.1,.818,16,NBA,72,-5.4,1.7,0.0,5.2,C,0.8,2004-05,21.1,4.2,.501,SEA,12.2,0.0,0.0,.004
1,.000,1.2,20,4.4,-4.3,swiftro01,-1.5,21.1,0.3,.378,47,NBA,987,-2.9,11.3,0.7,12.7,C,0.8,2005-06,14.8,16.2,.536,SEA,15.0,-0.6,1.1,.052
2,.000,1.4,22,4.4,-5.7,swiftro01,3.1,13.3,0.1,.118,8,NBA,98,-8.7,6.7,-0.3,2.9,C,2.5,2007-08,35.9,10.0,.391,SEA,12.3,-0.1,-0.2,-0.074
3,.000,4.0,23,3.7,-3.1,swiftro01,0.8,23.2,0.4,.225,26,NBA,343,-3.9,6.9,0.3,11.5,C,0.7,2008-09,9.3,14.9,.551,OKC,11.1,-0.1,0.7,.104
0,.229,10.9,23,,,swiftsk01,,,1.0,.308,66,ABA,1089,,,0.8,11.1,SG,,1969-70,14.0,4.2,.490,NOB,25.5,,1.8,.078
1,.168,16.4,24,,,swiftsk01,,,1.8,.275,80,ABA,2134,,,2.6,12.9,SG,,1970-71,16.5,4.7,.523,TOT,20.1,,4.3,.098
2,.208,13.1,24,,,swiftsk01,,,0.6,.281,28,ABA,507,,,0.2,13.2,SG,,1970-71,14.6,4.9,.482,MMP,30.1,,0.7,.070
3,.146,17.4,24,,,swiftsk01,,,1.2,.271,52,ABA,1627,,,2.4,12.8,SG,,1970-71,17.5,4.6,.545,PTC,17.0,,3.6,.106
4,.117,16.7,25,,,swiftsk01,,5.9,-0.1,.310,79,ABA,2340,,1.9,3.5,11.1,SG,,1971-72,20.6,3.9,.544,PTC,19.1,,3.4,.069
5,.131,19.0,26,,,swiftsk01,,5.8,0.6,.398,42,ABA,1123,,1.7,2.1,10.6,SG,,1972-73,23.6,3.7,.570,DLC,20.0,,2.7,.116
6,.179,14.6,27,0.0,-6.7,swiftsk01,-2.9,7.9,0.1,.299,16,ABA,153,-3.8,3.5,-0.2,7.1,SG,1.0,1973-74,14.6,5.7,.416,SAA,24.9,-0.2,0.0,-0.015
0,.012,3.5,21,4.3,-1.5,swiftst01,1.9,15.1,1.6,.416,80,NBA,1312,-3.4,9.6,0.2,13.1,PF,2.5,2000-01,13.8,12.4,.487,VAN,16.2,0.2,1.9,.069
1,.005,5.0,22,4.3,-1.5,swiftst01,0.6,16.6,2.0,.499,68,NBA,1805,-2.1,10.0,1.7,17.2,PF,1.5,2001-02,14.1,13.3,.539,MEM,21.8,0.2,3.7,.099
2,.004,5.0,23,4.8,-0.9,swiftst01,1.0,20.3,1.7,.501,67,NBA,1478,-1.9,8.8,1.6,18.0,PF,1.9,2002-03,14.2,14.6,.542,MEM,21.2,0.4,3.3,.108
3,.007,4.4,24,5.6,-0.1,swiftst01,1.2,17.7,2.4,.459,77,NBA,1528,-1.3,10.3,2.4,19.2,PF,1.9,2003-04,11.4,14.0,.530,MEM,22.8,0.7,4.8,.150
4,.008,6.2,25,5.7,-1.1,swiftst01,1.9,16.9,2.3,.449,60,NBA,1279,-3.0,8.7,0.6,16.7,PF,1.7,2004-05,13.3,12.8,.517,MEM,24.9,0.3,2.9,.107
5,.004,3.6,26,3.0,-3.4,swiftst01,0.1,16.1,2.1,.456,66,NBA,1344,-3.6,9.1,0.4,14.6,C,1.5,2005-06,14.2,12.7,.533,HOU,22.7,-0.5,2.5,.091
6,.014,2.8,27,4.6,-4.2,swiftst01,-0.6,19.2,0.8,.387,54,NBA,1029,-3.6,9.9,0.2,14.2,C,1.5,2006-07,14.6,14.5,.517,MEM,20.8,-0.6,1.0,.047
7,.008,5.1,28,4.8,-3.4,swiftst01,0.1,18.3,0.8,.411,56,NBA,844,-3.5,8.5,0.6,14.8,PF,0.9,2007-08,14.0,13.4,.548,TOT,19.3,-0.3,1.4,.078
8,.011,6.6,28,4.8,-2.2,swiftst01,0.4,17.1,0.5,.458,35,NBA,549,-2.6,9.3,0.4,15.9,PF,0.9,2007-08,15.5,13.2,.560,MEM,20.4,0.0,0.9,.079
9,.000,2.3,28,4.7,-5.7,swiftst01,-0.4,20.5,0.3,.318,21,NBA,295,-5.3,7.1,0.1,12.7,PF,0.9,2007-08,10.7,13.7,.523,NJN,17.4,-0.3,0.5,.074
10,.018,2.4,29,3.3,-8.6,swiftst01,-1.7,18.6,0.2,.464,19,NBA,185,-6.8,10.4,-0.3,6.8,PF,1.1,2008-09,19.2,14.6,.460,TOT,20.3,-0.3,-0.1,-0.033
11,.000,2.6,29,2.6,-8.9,swiftst01,-2.6,15.1,0.0,.733,6,NBA,64,-6.2,9.2,-0.1,6.6,PF,0.0,2008-09,26.1,12.1,.580,NJN,19.6,-0.1,0.0,-0.026
12,.024,2.3,29,3.6,-8.4,swiftst01,-1.3,20.4,0.1,.366,13,NBA,121,-7.1,11.0,-0.2,6.8,PF,1.7,2008-09,15.9,15.9,.410,PHO,20.6,-0.2,-0.1,-0.037
0,.000,9.0,24,0.0,-5.8,swinsaa01,-2.9,11.3,0.0,.278,9,NBA,51,-2.9,6.7,0.0,11.7,SF,1.0,1994-95,19.8,9.0,.594,PHO,21.4,0.0,0.0,.039
0,.167,14.5,22,0.0,-6.0,sypa01,-1.1,5.7,0.0,.500,3,NBA,21,-5.0,11.6,0.0,9.2,SF,2.6,2010-11,29.1,8.6,.478,ATL,23.3,0.0,0.0,-0.047
0,,,25,,,sydnobu01,,,0.1,.385,15,BAA,,,,-0.1,,,,1946-47,,,.247,CHS,,,-0.1,
0,,0.0,22,0.0,-28.3,sykesla01,-7.4,57.4,0.0,,1,NBA,2,-21.0,54.7,0.0,0.0,PF,0.0,1995-96,100.0,56.0,,BOS,21.5,0.0,0.0,-0.397
0,.008,3.7,28,3.6,-5.4,szabobr01,-0.1,20.5,0.5,.504,70,NBA,662,-5.3,9.0,0.0,8.8,C,1.2,1996-97,21.7,14.3,.517,BOS,12.2,-0.6,0.4,.031
0,.117,14.2,22,0.8,1.2,szczewa02,-0.4,9.9,1.7,.241,73,NBA,2171,1.6,4.7,4.5,15.4,SF,1.4,1999-00,10.1,7.3,.571,MIN,17.1,1.8,6.2,.137
1,.084,14.5,23,0.8,1.2,szczewa02,-0.4,12.7,1.7,.226,82,NBA,2856,1.6,5.3,5.7,15.8,SF,1.1,2000-01,12.0,8.9,.566,MIN,18.2,2.3,7.4,.125
2,.159,13.6,24,0.5,1.9,szczewa02,-1.1,9.9,1.7,.227,82,NBA,3117,2.9,4.5,7.0,17.1,SF,1.1,2001-02,12.1,7.2,.580,MIN,21.8,3.1,8.7,.134
3,.199,12.2,25,0.9,1.4,szczewa02,-1.0,11.3,1.3,.237,52,NBA,1836,2.4,3.4,3.8,17.3,SF,1.3,2002-03,9.8,7.4,.567,MIN,22.0,1.6,5.2,.135
4,.195,8.9,26,0.1,-2.0,szczewa02,-2.0,11.2,0.6,.271,28,NBA,622,0.1,4.7,1.0,15.3,SF,1.0,2003-04,9.6,8.1,.539,MIN,22.1,0.0,1.6,.126
5,.184,12.7,27,0.5,0.8,szczewa02,-1.6,9.5,1.3,.331,81,NBA,2558,2.4,3.8,5.9,17.1,SF,0.8,2004-05,11.1,6.8,.595,MIN,21.5,1.8,7.3,.136
6,.252,14.1,28,0.5,1.0,szczewa02,-1.8,10.2,1.7,.306,72,NBA,2729,2.7,3.5,6.3,17.7,SF,0.8,2005-06,10.6,6.9,.595,TOT,22.1,2.0,8.0,.141
7,.242,13.4,28,0.7,1.2,szczewa02,-1.4,11.6,1.2,.308,40,NBA,1555,2.6,2.9,3.3,18.1,SF,0.7,2005-06,11.4,7.3,.601,MIN,23.1,1.3,4.6,.141
8,.265,15.1,28,0.3,0.7,szczewa02,-2.2,8.3,0.5,.303,32,NBA,1174,2.9,4.4,2.9,17.2,SF,0.8,2005-06,9.5,6.4,.586,BOS,20.7,0.8,3.4,.140
9,.273,11.3,29,0.3,-2.7,szczewa02,-2.8,11.2,0.5,.325,32,NBA,900,0.1,2.1,1.0,14.8,SF,1.0,2006-07,10.9,6.5,.540,BOS,25.0,-0.1,1.6,.083
10,.302,10.1,30,0.5,-2.6,szczewa02,-2.5,11.8,0.9,.242,75,NBA,1736,-0.2,2.2,2.0,13.9,SF,0.7,2007-08,8.7,6.9,.539,TOT,22.1,-0.3,2.9,.079
11,.324,9.9,30,0.3,-1.6,szczewa02,-2.9,11.1,0.4,.261,50,NBA,1180,1.2,1.5,1.9,15.7,SF,0.6,2007-08,8.9,6.3,.573,SEA,23.0,0.1,2.3,.095
12,.249,10.4,30,1.0,-4.7,szczewa02,-1.5,13.3,0.5,.196,25,NBA,556,-3.2,3.6,0.0,10.3,SF,0.9,2007-08,8.1,8.3,.451,CLE,20.2,-0.4,0.5,.044
13,.422,8.3,31,0.5,-0.2,szczewa02,0.0,14.2,2.2,.266,74,NBA,1527,-0.2,3.5,2.3,12.1,SF,1.0,2008-09,11.0,9.0,.581,CLE,15.4,0.7,4.5,.140
0,.008,9.6,22,,,szczewa01,,10.4,0.0,.224,53,ABA,598,,12.6,2.2,19.6,SF,,1971-72,16.1,11.5,.640,PTC,18.9,,2.2,.174
0,.019,3.3,24,2.7,-8.2,tabakza01,-2.5,20.4,0.2,.830,37,NBA,182,-5.7,15.3,-0.1,11.2,C,0.6,1994-95,19.9,18.0,.518,HOU,22.3,-0.3,0.2,.043
1,.002,7.6,25,1.8,-4.3,tabakza01,-1.7,18.3,0.6,.275,67,NBA,1332,-2.6,10.4,0.4,12.4,C,0.9,1995-96,17.9,14.3,.554,TOR,18.7,-0.8,1.1,.038
2,.000,11.0,26,4.0,-3.6,tabakza01,0.5,16.1,0.2,.408,13,NBA,218,-4.1,10.4,-0.1,12.5,C,1.5,1996-97,20.0,13.2,.501,TOR,21.5,-0.1,0.1,.032
3,.003,8.1,27,2.8,-5.4,tabakza01,-1.4,15.6,0.4,.201,57,NBA,984,-4.0,9.2,-0.4,9.7,C,1.1,1997-98,15.6,12.2,.464,TOT,17.4,-0.8,0.0,-0.001
4,.004,8.1,27,2.5,-5.9,tabakza01,-2.0,14.7,0.1,.193,39,NBA,752,-3.9,8.5,-0.4,9.9,C,1.0,1997-98,14.0,11.5,.459,TOR,18.3,-0.7,-0.2,-0.013
5,.000,7.9,27,3.7,-3.4,tabakza01,0.8,18.3,0.2,.236,18,NBA,232,-4.2,11.7,-0.1,9.2,C,1.1,1997-98,21.9,14.7,.486,BOS,14.5,-0.1,0.2,.036
6,.000,5.6,29,5.2,-1.6,tabakza01,1.8,15.2,0.2,.235,18,NBA,114,-3.4,16.4,0.0,13.6,C,1.4,1999-00,22.7,15.7,.493,IND,19.3,0.0,0.1,.054
7,.000,7.3,30,2.8,-3.2,tabakza01,0.8,20.9,1.0,.253,55,NBA,777,-4.0,9.8,-0.1,10.5,C,0.7,2000-01,21.6,15.5,.523,IND,15.8,-0.2,0.9,.056
0,.167,22.4,24,0.0,-2.6,tabusyu01,-2.7,12.0,0.0,.667,4,NBA,17,0.1,13.2,0.0,15.6,PG,0.0,2004-05,11.4,12.6,.451,PHO,22.5,0.0,0.0,.129
0,.000,2.4,20,3.6,-1.3,taftch01,-0.4,13.5,0.1,.158,17,NBA,144,-0.9,14.4,0.3,15.6,C,0.7,2005-06,4.7,13.9,.578,GSW,13.2,0.0,0.5,.155
0,,,22,,,tanensi01,,,1.1,.206,24,BAA,,,,0.0,,,,1947-48,,,.308,NYK,,,1.1,
1,,,23,,,tanensi01,,,1.2,.240,46,BAA,,,,-0.1,,,,1948-49,,,.353,TOT,,,1.1,
2,,,23,,,tanensi01,,,1.0,.227,32,BAA,,,,-0.4,,,,1948-49,,,.345,NYK,,,0.6,
3,,,23,,,tanensi01,,,0.2,.265,14,BAA,,,,0.3,,,,1948-49,,,.370,BLB,,,0.5,
0,.000,8.4,27,2.4,-6.3,tarladr01,-0.3,17.5,0.2,.333,43,NBA,598,-6.0,7.1,-0.4,5.6,C,0.6,2000-01,25.1,12.1,.454,CHI,11.8,-0.7,-0.2,-0.016
0,.006,5.0,22,3.2,-0.8,tarplro01,1.4,26.7,2.5,.279,75,NBA,1405,-2.2,14.1,0.6,15.2,PF,1.9,1986-87,15.3,20.5,.501,DAL,19.1,0.4,3.1,.105
1,.006,5.6,23,2.1,1.5,tarplro01,1.0,27.8,4.4,.312,81,NBA,2307,0.4,17.3,3.5,19.5,PF,2.2,1987-88,14.6,22.6,.541,DAL,21.2,2.0,7.8,.163
2,.004,4.8,24,3.0,0.9,tarplro01,0.5,26.0,1.1,.397,19,NBA,591,0.4,14.5,1.0,22.2,PF,2.4,1988-89,13.7,20.3,.577,DAL,24.1,0.4,2.0,.166
3,.009,6.5,25,2.6,0.5,tarplro01,2.0,27.1,3.3,.247,45,NBA,1648,-1.5,13.2,0.3,18.0,PF,2.4,1989-90,13.2,20.3,.491,DAL,23.7,1.0,3.5,.103
4,.013,12.4,26,3.3,2.4,tarplro01,1.1,26.0,0.3,.228,5,NBA,171,1.4,10.7,0.3,23.6,C,1.8,1990-91,13.0,18.3,.587,DAL,25.9,0.2,0.6,.165
5,.030,7.2,30,2.8,-1.7,tarplro01,0.3,25.9,1.9,.200,55,NBA,1354,-2.1,10.7,0.9,17.8,C,1.7,1994-95,14.1,17.9,.521,DAL,23.5,0.1,2.8,.098
0,.010,13.8,25,,,tartle01,,,1.2,.377,73,ABA,2853,,,4.6,17.3,SG,,1967-68,13.7,6.0,.491,TOT,25.9,,5.8,.098
1,.012,13.5,25,,,tartle01,,,0.4,.373,42,ABA,1768,,,3.1,18.0,SG,,1967-68,14.6,6.7,.493,OAK,27.5,,3.5,.094
2,.006,14.3,25,,,tartle01,,,0.9,.385,31,ABA,1085,,,1.5,16.2,SG,,1967-68,11.9,4.9,.487,NJA,23.2,,2.4,.104
